,City,Confirmed,Country/Region,Deaths,Last Update,Latitude,Longitude,Province/State,Recovered,SheetName,Suspected
269,,146,China,2,3/13/2020 06:00,26.8154,106.8748,Guizhou,140,2020-03-13-06-00,0
270,,136,China,3,3/13/2020 06:00,39.3054,117.323,Tianjin,132,2020-03-13-06-00,0
271,,134,China,4,3/13/2020 06:00,22.3,114.2,Hong Kong,77,2020-03-13-06-00,0
272,,133,China,0,3/13/2020 06:00,37.5777,112.2922,Shanxi,133,2020-03-13-06-00,0
273,,127,China,2,3/13/2020 06:00,36.0611,103.8343,Gansu,88,2020-03-13-06-00,0
274,,125,China,1,3/13/2020 06:00,41.2956,122.6085,Liaoning,112,2020-03-13-06-00,0
275,,76,China,3,3/13/2020 06:00,41.1129,85.2401,Xinjiang,73,2020-03-13-06-00,0
276,,75,China,1,3/13/2020 06:00,44.0935,113.9448,Inner Mongolia,71,2020-03-13-06-00,0
277,,75,China,0,3/13/2020 06:00,37.2692,106.1655,Ningxia,72,2020-03-13-06-00,0
278,,93,China,1,3/13/2020 06:00,43.6661,126.1923,Jilin,91,2020-03-13-06-00,0
279,,18,China,0,3/13/2020 06:00,35.7452,95.9956,Qinghai,18,2020-03-13-06-00,0
280,,10,China,0,3/13/2020 06:00,22.1667,113.55,Macau,10,2020-03-13-06-00,0
281,,1,China,0,3/13/2020 06:00,31.6927,88.0924,Tibet,1,2020-03-13-06-00,0
282,,27,Panama,1,3/13/2020 06:00,8.538,-80.7821,,0,2020-03-13-06-00,0
283,,5,Australia,0,3/13/2020 06:00,-41.4545,145.9707,Tasmania,0,2020-03-13-06-00,0
284,,32,Croatia,0,3/13/2020 06:00,45.1,15.2,,1,2020-03-13-06-00,0
285,,2,Burkina Faso,0,3/13/2020 06:00,12.2383,-1.5616,,0,2020-03-13-06-00,0
286,,33,Albania,1,3/13/2020 06:00,41.1533,20.1683,,0,2020-03-13-06-00,0
287,,64,Canada,1,3/13/2020 06:00,53.7267,-127.6476,British Columbia,4,2020-03-13-06-00,0
288,,92,Australia,2,3/13/2020 06:00,-33.8688,151.2093,New South Wales,4,2020-03-13-06-00,0
289,,36,Australia,0,3/13/2020 06:00,-37.8136,144.9631,Victoria,8,2020-03-13-06-00,0
290,,35,Australia,0,3/13/2020 06:00,-28.0167,153.4,Queensland,8,2020-03-13-06-00,0
291,,16,Australia,0,3/13/2020 06:00,-34.9285,138.6007,South Australia,3,2020-03-13-06-00,0
292,,2,United Kingdom,0,3/13/2020 06:00,49.372284,-2.364351,Channel Islands,0,2020-03-13-06-00,0
293,,64,Philippines,5,3/13/2020 06:00,12.8797,121.774,,2,2020-03-13-06-00,0
294,,1,Nepal,0,3/13/2020 06:00,28.3949,84.124,,1,2020-03-13-06-00,0
295,,6,Sri Lanka,0,3/13/2020 06:00,7.8731,80.7718,,1,2020-03-13-06-00,0
296,,85,United Arab Emirates,0,3/13/2020 06:00,23.4241,53.8478,,17,2020-03-13-06-00,0
297,,75,Thailand,1,3/13/2020 06:00,15.87,100.9925,,35,2020-03-13-06-00,0
298,,5,Cambodia,0,3/13/2020 06:00,12.5657,104.991,,1,2020-03-13-06-00,0
299,,80,San Marino,5,3/13/2020 06:00,43.9424,12.4578,,0,2020-03-13-06-00,0
300,,74,Canada,0,3/13/2020 06:00,51.2538,-85.3232,Ontario,4,2020-03-13-06-00,0
301,,1,Australia,0,3/13/2020 06:00,-35.4735,149.0124,Australian Capital Territory,0,2020-03-13-06-00,0
302,,3675,Germany,7,3/13/2020 06:00,51.1657,10.4515,,46,2020-03-13-06-00,0
303,,2,Congo (Kinshasa),0,3/13/2020 06:00,-4.0383,21.7587,,0,2020-03-13-06-00,0
304,,2,Honduras,0,3/13/2020 06:00,15.2,-86.2419,,0,2020-03-13-06-00,0
305,,46,US,0,3/13/2020 06:00,35.4437,139.638,Diamond Princess,0,2020-03-13-06-00,0
306,,26,Algeria,2,3/13/2020 06:00,28.0339,1.6596,,8,2020-03-13-06-00,0
307,,5,Reunion,0,3/13/2020 06:00,-21.1151,55.5364,,0,2020-03-13-06-00,0
308,,19,Oman,0,3/13/2020 06:00,21.4735,55.9754,,9,2020-03-13-06-00,0
309,,696,Cruise Ship,7,3/13/2020 06:00,35.4498,139.6649,Diamond Princess,325,2020-03-13-06-00,0
310,,1,Canada,0,3/13/2020 06:00,46.5653,-66.4619,New Brunswick,0,2020-03-13-06-00,0
311,,17660,Italy,1266,3/13/2020 06:00,41.8719,12.5674,,1439,2020-03-13-06-00,0
312,,101,Iraq,9,3/13/2020 06:00,33.2232,43.6793,,24,2020-03-13-06-00,0
313,,77,Lebanon,3,3/13/2020 06:00,33.8547,35.8623,,1,2020-03-13-06-00,0
314,,0,Australia,0,3/13/2020 06:00,35.4437,139.638,From Diamond Princess,0,2020-03-13-06-00,0
315,,3,Ukraine,1,3/13/2020 06:00,48.3794,31.1656,,0,2020-03-13-06-00,0
316,,504,Austria,1,3/13/2020 06:00,47.5162,14.5501,,6,2020-03-13-06-00,0
317,,1139,Switzerland,11,3/13/2020 06:00,46.8182,8.2275,,4,2020-03-13-06-00,0
318,,90,Ireland,1,3/13/2020 06:00,53.1424,-7.6921,,0,2020-03-13-06-00,0
319,,25,Georgia,0,3/13/2020 06:00,42.3154,43.3569,,0,2020-03-13-06-00,0
320,,3,Bangladesh,0,3/13/2020 06:00,23.685,90.3563,,0,2020-03-13-06-00,0
321,,80,Kuwait,0,3/13/2020 06:00,29.3117,47.4818,,5,2020-03-13-06-00,0
322,,14,North Macedonia,0,3/13/2020 06:00,41.6086,21.7453,,1,2020-03-13-06-00,0
323,,151,Brazil,0,3/13/2020 06:00,-14.235,-51.9253,,0,2020-03-13-06-00,0
324,,190,Greece,1,3/13/2020 06:00,39.0742,21.8243,,0,2020-03-13-06-00,0
325,,814,Sweden,1,3/13/2020 06:00,60.1282,18.6435,,1,2020-03-13-06-00,0
326,,28,Pakistan,0,3/13/2020 06:00,30.3753,69.3451,,2,2020-03-13-06-00,0
327,,996,Norway,0,3/13/2020 06:00,60.472,8.4689,,1,2020-03-13-06-00,0
328,,3661,France,79,3/13/2020 06:00,46.2276,2.2137,France,12,2020-03-13-06-00,0
329,,5,Turkey,0,3/13/2020 06:00,38.9637,35.2433,,0,2020-03-13-06-00,0
330,,189,Bahrain,0,3/13/2020 06:00,26.0667,50.5577,,44,2020-03-13-06-00,0
331,,134,Iceland,0,3/13/2020 06:00,64.9631,-19.0208,,1,2020-03-13-06-00,0
332,,17,Ecuador,0,3/13/2020 06:00,-1.8312,-78.1834,,0,2020-03-13-06-00,0
333,,79,Estonia,0,3/13/2020 06:00,58.5953,25.0136,,0,2020-03-13-06-00,0
334,,801,Denmark,0,3/13/2020 06:00,56.2639,9.5018,Denmark,1,2020-03-13-06-00,0
335,,798,United Kingdom,8,3/13/2020 06:00,55.3781,-3.436,United Kingdom,18,2020-03-13-06-00,0
336,,804,Netherlands,10,3/13/2020 06:00,52.1326,5.2913,,0,2020-03-13-06-00,0
337,,4,Cuba,0,3/13/2020 06:00,21.5218,-77.7812,,0,2020-03-13-06-00,0
338,,17,Canada,0,3/13/2020 06:00,52.9399,-73.5491,Quebec,0,2020-03-13-06-00,0
339,,2,Nigeria,0,3/13/2020 06:00,9.082,8.6753,,0,2020-03-13-06-00,0
340,,6,Lithuania,0,3/13/2020 06:00,55.1694,23.8813,,0,2020-03-13-06-00,0
341,,5,New Zealand,0,3/13/2020 06:00,-40.9006,174.886,,0,2020-03-13-06-00,0
342,,27,Belarus,0,3/13/2020 06:00,53.7098,27.9534,,3,2020-03-13-06-00,0
343,,15,Azerbaijan,1,3/13/2020 06:00,40.1431,47.5769,,3,2020-03-13-06-00,0
344,,8,Armenia,0,3/13/2020 06:00,40.0691,45.0382,,0,2020-03-13-06-00,0
345,,4,Kazakhstan,0,3/13/2020 06:00,48.0196,66.9237,,0,2020-03-13-06-00,0
346,,11364,Iran,514,3/13/2020 06:00,32.4279,53.688,,2959,2020-03-13-06-00,0
347,,161,Israel,0,3/13/2020 06:00,31.0461,34.8516,,4,2020-03-13-06-00,0
348,,3,France,0,3/13/2020 06:00,-17.6797,149.4068,French Polynesia,0,2020-03-13-06-00,0
349,,14,Australia,1,3/13/2020 06:00,-31.9505,115.8605,Western Australia,0,2020-03-13-06-00,0
350,,1,Cayman Islands,0,3/13/2020 06:00,19.3133,-81.2546,,0,2020-03-13-06-00,0
351,,701,Japan,19,3/13/2020 06:00,36.2048,138.2529,,118,2020-03-13-06-00,0
352,,141,Czechia,0,3/13/2020 06:00,49.8175,15.473,,0,2020-03-13-06-00,0
353,,320,Qatar,0,3/13/2020 06:00,25.3548,51.1839,,0,2020-03-13-06-00,0
354,,200,Singapore,0,3/13/2020 06:00,1.3521,103.8198,,97,2020-03-13-06-00,0
355,,1,Guadeloupe,0,3/13/2020 06:00,16.265,-61.551,,0,2020-03-13-06-00,0
356,,5,Dominican Republic,0,3/13/2020 06:00,18.7357,-70.1627,,0,2020-03-13-06-00,0
357,,80,Egypt,2,3/13/2020 06:00,26.8206,30.8025,,27,2020-03-13-06-00,0
358,,3,Bolivia,0,3/13/2020 06:00,-16.2902,-63.5887,,0,2020-03-13-06-00,0
359,,4,Canada,0,3/13/2020 06:00,53.7609,-98.8139,Manitoba,0,2020-03-13-06-00,0
360,,2,Canada,0,3/13/2020 06:00,52.9399,-106.4509,Saskatchewan,0,2020-03-13-06-00,0
361,,69,Indonesia,4,3/13/2020 06:00,-0.7893,113.9213,,2,2020-03-13-06-00,0
362,,7979,"Korea, South",66,3/13/2020 06:00,35.9078,127.7669,,510,2020-03-13-06-00,0
363,,17,Latvia,0,3/13/2020 06:00,56.8796,24.6032,,1,2020-03-13-06-00,0
364,,10,Senegal,0,3/13/2020 06:00,14.4974,-14.4524,,1,2020-03-13-06-00,0
365,,1,Ethiopia,0,3/13/2020 06:00,9.145,40.4897,,0,2020-03-13-06-00,0
366,,1,Sudan,1,3/13/2020 06:00,12.8628,30.2176,,0,2020-03-13-06-00,0
367,,112,Portugal,0,3/13/2020 06:00,39.3999,-8.2245,,1,2020-03-13-06-00,0
368,,1,Andorra,0,3/13/2020 06:00,42.5063,1.5218,,0,2020-03-13-06-00,0
369,,1,Guinea,0,3/13/2020 06:00,9.9456,-9.6966,,0,2020-03-13-06-00,0
370,,1,Antigua and Barbuda,0,3/13/2020 06:00,17.0608,-61.7964,,0,2020-03-13-06-00,0
371,,559,Belgium,3,3/13/2020 06:00,50.5039,4.4699,,1,2020-03-13-06-00,0
372,,45,Russia,0,3/13/2020 06:00,61.524,105.3188,,3,2020-03-13-06-00,0
373,,82,India,2,3/13/2020 06:00,20.5937,78.9629,,4,2020-03-13-06-00,0
374,,7,Morocco,1,3/13/2020 06:00,31.7917,-7.0926,,1,2020-03-13-06-00,0
375,,2,Aruba,0,3/13/2020 06:00,12.5211,-69.9683,,0,2020-03-13-06-00,0
376,,2,Canada,0,3/13/2020 06:00,37.6489,-122.6655,Grand Princess,0,2020-03-13-06-00,0
377,,31,Argentina,2,3/13/2020 06:00,-38.4161,-63.6167,,0,2020-03-13-06-00,0
378,,43,Chile,0,3/13/2020 06:00,-35.6751,-71.543,,0,2020-03-13-06-00,0
379,,1,Jordan,0,3/13/2020 06:00,31.24,36.51,,1,2020-03-13-06-00,0
380,,1,Kenya,0,3/13/2020 06:00,-0.0236,37.9062,,0,2020-03-13-06-00,0
381,,1,France,0,3/13/2020 06:00,17.9,-62.8333,Saint Barthelemy,0,2020-03-13-06-00,0
382,,2,France,0,3/13/2020 06:00,18.0708,-63.0501,St Martin,0,2020-03-13-06-00,0
383,,68,Poland,2,3/13/2020 06:00,51.9194,19.1451,,0,2020-03-13-06-00,0
384,,3,Denmark,0,3/13/2020 06:00,61.8926,-6.9118,Faroe Islands,0,2020-03-13-06-00,0
385,,1,United Kingdom,0,3/13/2020 06:00,36.1408,-5.3536,Gibraltar,1,2020-03-13-06-00,0
386,,19,Hungary,0,3/13/2020 06:00,47.1625,19.5033,,0,2020-03-13-06-00,0
387,,1,Australia,0,3/13/2020 06:00,-12.4634,130.8456,Northern Territory,0,2020-03-13-06-00,0
388,,5,US,0,3/13/2020 06:00,32.3182,-86.9023,Alabama,0,2020-03-13-06-00,0
389,,141,Slovenia,0,3/13/2020 06:00,46.1512,14.9955,,0,2020-03-13-06-00,0
390,,155,Finland,0,3/13/2020 06:00,61.9241,25.7482,,1,2020-03-13-06-00,0
391,,24,South Africa,0,3/13/2020 06:00,-30.5595,22.9375,,0,2020-03-13-06-00,0
392,,13,Bosnia and Herzegovina,0,3/13/2020 06:00,43.9159,17.6791,,0,2020-03-13-06-00,0
393,,86,Saudi Arabia,0,3/13/2020 06:00,23.8859,45.0792,,1,2020-03-13-06-00,0
394,,1,Cote d'Ivoire,0,3/13/2020 06:00,7.54,-5.5471,,0,2020-03-13-06-00,0
395,,34,Luxembourg,0,3/13/2020 06:00,49.8153,6.1296,,0,2020-03-13-06-00,0
396,,23,Costa Rica,0,3/13/2020 06:00,9.7489,-83.7534,,0,2020-03-13-06-00,0
397,,29,Canada,0,3/13/2020 06:00,53.9333,-116.5765,Alberta,0,2020-03-13-06-00,0
398,,1,Bhutan,0,3/13/2020 06:00,27.5142,90.4336,,0,2020-03-13-06-00,0
399,,5232,Spain,133,3/13/2020 06:00,40.4637,-3.7492,,193,2020-03-13-06-00,0
400,,197,Malaysia,0,3/13/2020 06:00,4.2105,101.9758,,26,2020-03-13-06-00,0
401,,1,Holy See,0,3/13/2020 06:00,41.9029,12.4534,,0,2020-03-13-06-00,0
402,,35,Serbia,0,3/13/2020 06:00,44.0165,21.0059,,0,2020-03-13-06-00,0
403,,2,Cameroon,0,3/13/2020 06:00,3.848,11.5021,,0,2020-03-13-06-00,0
404,,32,Slovakia,0,3/13/2020 06:00,48.669,19.699,,0,2020-03-13-06-00,0
405,,1,Togo,0,3/13/2020 06:00,8.6195,0.8248,,0,2020-03-13-06-00,0
406,,28,Peru,0,3/13/2020 06:00,-9.19,-75.0152,,0,2020-03-13-06-00,0
407,,89,Romania,0,3/13/2020 06:00,45.9432,24.9668,,7,2020-03-13-06-00,0
408,,12,Mexico,0,3/13/2020 06:00,23.6345,-102.5528,,4,2020-03-13-06-00,0
409,,13,Colombia,0,3/13/2020 06:00,4.5709,-74.2973,,0,2020-03-13-06-00,0
410,,21,US,0,3/13/2020 06:00,37.64894,-122.665479,Grand Princess,0,2020-03-13-06-00,0
411,,37,Brunei,0,3/13/2020 06:00,4.5353,114.7277,,0,2020-03-13-06-00,0
412,,3,Martinique,0,3/13/2020 06:00,14.6415,-61.0242,,0,2020-03-13-06-00,0
413,,5,French Guiana,0,3/13/2020 06:00,3.9339,-53.1258,,0,2020-03-13-06-00,0
414,,12,Malta,0,3/13/2020 06:00,35.9375,14.3754,,1,2020-03-13-06-00,0
415,,6,Paraguay,0,3/13/2020 06:00,-23.4425,-58.4438,,0,2020-03-13-06-00,0
416,,6,Moldova,0,3/13/2020 06:00,47.4116,28.3699,,0,2020-03-13-06-00,0
417,,9,Maldives,0,3/13/2020 06:00,3.2028,73.2207,,0,2020-03-13-06-00,0
418,,23,Bulgaria,1,3/13/2020 06:00,42.7339,25.4858,,0,2020-03-13-06-00,0
419,,16,Tunisia,0,3/13/2020 06:00,33.8869,9.5375,,0,2020-03-13-06-00,0
420,,14,Cyprus,0,3/13/2020 06:00,35.1264,33.4299,,0,2020-03-13-06-00,0
421,,1,US,0,3/13/2020 06:00,61.370716,-152.404419,Alaska,0,2020-03-13-06-00,0
422,,9,US,0,3/13/2020 06:00,33.729759,-111.431221,Arizona,1,2020-03-13-06-00,0
423,,6,US,0,3/13/2020 06:00,34.969704,-92.373123,Arkansas,0,2020-03-13-06-00,0
424,,282,US,4,3/13/2020 06:00,36.116203,-119.681564,California,6,2020-03-13-06-00,0
425,,49,US,0,3/13/2020 06:00,39.059811,-105.311104,Colorado,0,2020-03-13-06-00,0
426,,11,US,0,3/13/2020 06:00,41.597782,-72.755371,Connecticut,0,2020-03-13-06-00,0
427,,4,US,0,3/13/2020 06:00,39.318523,-75.507141,Delaware,0,2020-03-13-06-00,0
428,,10,US,0,3/13/2020 06:00,38.897438,-77.026817,District of Columbia,0,2020-03-13-06-00,0
429,,50,US,2,3/13/2020 06:00,27.766279,-81.686783,Florida,0,2020-03-13-06-00,0
430,,42,US,1,3/13/2020 06:00,33.040619,-83.643074,Georgia,0,2020-03-13-06-00,0
431,,2,US,0,3/13/2020 06:00,21.094318,-157.498337,Hawaii,0,2020-03-13-06-00,0
432,,1,US,0,3/13/2020 06:00,44.240459,-114.478828,Idaho,0,2020-03-13-06-00,0
433,,46,US,0,3/13/2020 06:00,40.349457,-88.986137,Illinois,2,2020-03-13-06-00,0
434,,13,US,0,3/13/2020 06:00,39.849426,-86.258278,Indiana,0,2020-03-13-06-00,0
435,,17,US,0,3/13/2020 06:00,42.011539,-93.210526,Iowa,0,2020-03-13-06-00,0
436,,5,US,1,3/13/2020 06:00,38.5266,-96.726486,Kansas,0,2020-03-13-06-00,0
437,,14,US,0,3/13/2020 06:00,37.66814,-84.670067,Kentucky,0,2020-03-13-06-00,0
438,,36,US,0,3/13/2020 06:00,31.169546,-91.867805,Louisiana,0,2020-03-13-06-00,0
439,,1,US,0,3/13/2020 06:00,44.693947,-69.381927,Maine,0,2020-03-13-06-00,0
440,,18,US,0,3/13/2020 06:00,39.063946,-76.802101,Maryland,0,2020-03-13-06-00,0
441,,123,US,0,3/13/2020 06:00,42.230171,-71.530106,Massachusetts,1,2020-03-13-06-00,0
442,,16,US,0,3/13/2020 06:00,43.326618,-84.536095,Michigan,0,2020-03-13-06-00,0
443,,14,US,0,3/13/2020 06:00,45.694454,-93.900192,Minnesota,0,2020-03-13-06-00,0
444,,1,US,0,3/13/2020 06:00,32.741646,-89.678696,Mississippi,0,2020-03-13-06-00,0
445,,2,US,0,3/13/2020 06:00,38.456085,-92.288368,Missouri,0,2020-03-13-06-00,0
446,,1,US,0,3/13/2020 06:00,46.921925,-110.454353,Montana,0,2020-03-13-06-00,0
447,,13,US,0,3/13/2020 06:00,41.12537,-98.268082,Nebraska,0,2020-03-13-06-00,0
448,,17,US,0,3/13/2020 06:00,38.313515,-117.055374,Nevada,0,2020-03-13-06-00,0
449,,6,US,0,3/13/2020 06:00,43.452492,-71.563896,New Hampshire,0,2020-03-13-06-00,0
450,,29,US,1,3/13/2020 06:00,40.298904,-74.521011,New Jersey,0,2020-03-13-06-00,0
451,,10,US,0,3/13/2020 06:00,34.840515,-106.248482,New Mexico,0,2020-03-13-06-00,0
452,,421,US,0,3/13/2020 06:00,42.165726,-74.948051,New York,0,2020-03-13-06-00,0
453,,17,US,0,3/13/2020 06:00,35.630066,-79.806419,North Carolina,0,2020-03-13-06-00,0
454,,1,US,0,3/13/2020 06:00,47.528912,-99.784012,North Dakota,0,2020-03-13-06-00,0
455,,13,US,0,3/13/2020 06:00,40.388783,-82.764915,Ohio,0,2020-03-13-06-00,0
456,,2,US,0,3/13/2020 06:00,35.565342,-96.928917,Oklahoma,0,2020-03-13-06-00,0
457,,30,US,0,3/13/2020 06:00,44.572021,-122.070938,Oregon,0,2020-03-13-06-00,0
458,,41,US,0,3/13/2020 06:00,40.590752,-77.209755,Pennsylvania,0,2020-03-13-06-00,0
459,,14,US,0,3/13/2020 06:00,41.680893,-71.51178,Rhode Island,0,2020-03-13-06-00,0
460,,13,US,0,3/13/2020 06:00,33.856892,-80.945007,South Carolina,0,2020-03-13-06-00,0
461,,8,US,1,3/13/2020 06:00,44.299782,-99.438828,South Dakota,0,2020-03-13-06-00,0
462,,26,US,0,3/13/2020 06:00,35.747845,-86.692345,Tennessee,0,2020-03-13-06-00,0
463,,43,US,0,3/13/2020 06:00,31.054487,-97.563461,Texas,0,2020-03-13-06-00,0
464,,9,US,0,3/13/2020 06:00,40.150032,-111.862434,Utah,0,2020-03-13-06-00,0
465,,2,US,0,3/13/2020 06:00,44.045876,-72.710686,Vermont,0,2020-03-13-06-00,0
466,,30,US,0,3/13/2020 06:00,37.769337,-78.169968,Virginia,0,2020-03-13-06-00,0
467,,568,US,37,3/13/2020 06:00,47.400902,-121.490494,Washington,1,2020-03-13-06-00,0
468,,0,US,0,3/13/2020 06:00,38.491226,-80.954453,West Virginia,0,2020-03-13-06-00,0
469,,19,US,0,3/13/2020 06:00,44.268543,-89.616508,Wisconsin,1,2020-03-13-06-00,0
470,,1,US,0,3/13/2020 06:00,42.755966,-107.30249,Wyoming,0,2020-03-13-06-00,0
471,,47,Vietnam,0,3/13/2020 06:00,14.0583,108.2772,,16,2020-03-13-06-00,0
472,,1,Mongolia,0,3/13/2020 06:00,46.8625,103.8467,,0,2020-03-13-06-00,0
473,,8,Jamaica,0,3/13/2020 06:00,18.1096,-77.2975,,0,2020-03-13-06-00,0
474,,7,Afghanistan,0,3/13/2020 06:00,33.0,65.0,,0,2020-03-13-06-00,0
475,,2,Monaco,0,3/13/2020 06:00,43.7333,7.4167,,0,2020-03-13-06-00,0
476,,1,Liechtenstein,0,3/13/2020 06:00,47.14,9.55,,0,2020-03-13-06-00,0
477,,1,Guyana,1,3/13/2020 06:00,5.0,-58.75,,0,2020-03-13-06-00,0
478,,50,Taiwan*,1,3/13/2020 06:00,23.7,121.0,,20,2020-03-13-06-00,0
479,,67781,China,3056,3/12/2020 06:00,,,Hubei,50318,2020-03-12-06-00,0
480,,1356,China,8,3/12/2020 06:00,,,Guangdong,1289,2020-03-12-06-00,0
481,,1215,China,1,3/12/2020 06:00,,,Zhejiang,1197,2020-03-12-06-00,0
482,,760,China,6,3/12/2020 06:00,,,Shandong,734,2020-03-12-06-00,0
483,,1273,China,22,3/12/2020 06:00,,,Henan,1249,2020-03-12-06-00,0
484,,990,China,6,3/12/2020 06:00,,,Anhui,984,2020-03-12-06-00,0
485,,935,China,1,3/12/2020 06:00,,,Jiangxi,934,2020-03-12-06-00,0
486,,1018,China,4,3/12/2020 06:00,,,Hunan,999,2020-03-12-06-00,0
487,,482,China,13,3/12/2020 06:00,,,Heilongjiang,440,2020-03-12-06-00,0
488,,539,China,3,3/12/2020 06:00,,,Sichuan,496,2020-03-12-06-00,0
489,,576,China,6,3/12/2020 06:00,,,Chongqing,554,2020-03-12-06-00,0
490,,631,China,0,3/12/2020 06:00,,,Jiangsu,629,2020-03-12-06-00,0
491,,435,China,8,3/12/2020 06:00,,,Beijing,334,2020-03-12-06-00,0
492,,252,China,2,3/12/2020 06:00,,,Guangxi,241,2020-03-12-06-00,0
493,,296,China,1,3/12/2020 06:00,,,Fujian,295,2020-03-12-06-00,0
494,,344,China,3,3/12/2020 06:00,,,Shanghai,321,2020-03-12-06-00,0
495,,318,China,6,3/12/2020 06:00,,,Hebei,308,2020-03-12-06-00,0
496,,245,China,2,3/12/2020 06:00,,,Shaanxi,232,2020-03-12-06-00,0
497,,174,China,2,3/12/2020 06:00,,,Yunnan,170,2020-03-12-06-00,0
498,,136,China,3,3/12/2020 06:00,,,Tianjin,132,2020-03-12-06-00,0
499,,168,China,6,3/12/2020 06:00,,,Hainan,160,2020-03-12-06-00,0
500,,146,China,2,3/12/2020 06:00,,,Guizhou,137,2020-03-12-06-00,0
501,,125,China,1,3/12/2020 06:00,,,Liaoning,112,2020-03-12-06-00,0
502,,133,China,0,3/12/2020 06:00,,,Shanxi,132,2020-03-12-06-00,0
503,,75,China,1,3/12/2020 06:00,,,Inner Mongolia,71,2020-03-12-06-00,0
504,,76,China,3,3/12/2020 06:00,,,Xinjiang,73,2020-03-12-06-00,0
505,,93,China,1,3/12/2020 06:00,,,Jilin,91,2020-03-12-06-00,0
506,,75,China,0,3/12/2020 06:00,,,Ningxia,72,2020-03-12-06-00,0
507,,127,China,2,3/12/2020 06:00,,,Gansu,88,2020-03-12-06-00,0
508,,18,China,0,3/12/2020 06:00,,,Qinghai,18,2020-03-12-06-00,0
509,,1,China,0,3/12/2020 06:00,,,Tibet,1,2020-03-12-06-00,0
510,,77,Australia,2,3/12/2020 06:00,,,New South Wales,6,2020-03-12-06-00,0
511,,27,Australia,0,3/12/2020 06:00,,,Queensland,8,2020-03-12-06-00,0
512,,28,Australia,0,3/12/2020 06:00,,,Victoria,7,2020-03-12-06-00,0
513,,12,Australia,0,3/12/2020 06:00,,,South Australia,3,2020-03-12-06-00,0
514,,9,Australia,1,3/12/2020 06:00,,,Western Australia,0,2020-03-12-06-00,0
515,,3,Australia,0,3/12/2020 06:00,,,Tasmania,0,2020-03-12-06-00,0
516,,1,Australia,0,3/12/2020 06:00,,,Australian Capital Territory,0,2020-03-12-06-00,0
517,,373,US,29,3/12/2020 06:00,,,WA,1,2020-03-12-06-00,0
518,,219,US,0,3/12/2020 06:00,,,New York,0,2020-03-12-06-00,0
519,,178,US,4,3/12/2020 06:00,,,California,2,2020-03-12-06-00,0
520,,95,US,0,3/12/2020 06:00,,,Massachusetts,1,2020-03-12-06-00,0
521,,45,US,0,3/12/2020 06:00,,,From Diamond Princess cruise,0,2020-03-12-06-00,0
522,,34,US,0,3/12/2020 06:00,,,Colorado,0,2020-03-12-06-00,0
523,,31,US,0,3/12/2020 06:00,,,Georgia,0,2020-03-12-06-00,0
524,,30,US,2,3/12/2020 06:00,,,Florida,0,2020-03-12-06-00,0
525,,25,US,0,3/12/2020 06:00,,,Illinois,2,2020-03-12-06-00,0
526,,23,US,1,3/12/2020 06:00,,,New Jersey,0,2020-03-12-06-00,0
527,,23,US,0,3/12/2020 06:00,,,Texas,0,2020-03-12-06-00,0
528,,21,US,0,3/12/2020 06:00,,,Oregon,0,2020-03-12-06-00,0
529,,21,US,0,3/12/2020 06:00,,,From Grand Princess,0,2020-03-12-06-00,0
530,,16,US,0,3/12/2020 06:00,,,Pennsylvania,0,2020-03-12-06-00,0
531,,14,US,0,3/12/2020 06:00,,,Iowa,0,2020-03-12-06-00,0
532,,13,US,0,3/12/2020 06:00,,,Louisiana,0,2020-03-12-06-00,0
533,,12,US,0,3/12/2020 06:00,,,Maryland,0,2020-03-12-06-00,0
534,,11,US,0,3/12/2020 06:00,,,Indiana,0,2020-03-12-06-00,0
535,,10,US,0,3/12/2020 06:00,,,Nebraska,0,2020-03-12-06-00,0
536,,10,US,0,3/12/2020 06:00,,,South Carolina,0,2020-03-12-06-00,0
537,,10,US,0,3/12/2020 06:00,,,Washington DC,0,2020-03-12-06-00,0
538,,10,US,0,3/12/2020 06:00,,,Virginia,0,2020-03-12-06-00,0
539,,9,US,0,3/12/2020 06:00,,,Arizona,1,2020-03-12-06-00,0
540,,9,US,0,3/12/2020 06:00,,,North Carolina,0,2020-03-12-06-00,0
541,,9,US,0,3/12/2020 06:00,,,Tennessee,0,2020-03-12-06-00,0
542,,8,US,0,3/12/2020 06:00,,,Kentucky,0,2020-03-12-06-00,0
543,,8,US,1,3/12/2020 06:00,,,South Dakota,0,2020-03-12-06-00,0
544,,7,US,0,3/12/2020 06:00,,,Nevada,0,2020-03-12-06-00,0
545,,6,US,0,3/12/2020 06:00,,,Wisconsin,1,2020-03-12-06-00,0
546,,5,US,0,3/12/2020 06:00,,,Rhode Island,0,2020-03-12-06-00,0
547,,5,US,0,3/12/2020 06:00,,,New Hampshire,0,2020-03-12-06-00,0
548,,5,US,0,3/12/2020 06:00,,,Minnesota,0,2020-03-12-06-00,0
549,,5,US,0,3/12/2020 06:00,,,Ohio,0,2020-03-12-06-00,0
550,,4,US,0,3/12/2020 06:00,,,New Mexico,0,2020-03-12-06-00,0
551,,3,US,0,3/12/2020 06:00,,,Utah,0,2020-03-12-06-00,0
552,,3,US,0,3/12/2020 06:00,,,Connecticut,0,2020-03-12-06-00,0
553,,2,US,0,3/12/2020 06:00,,,Oklahoma,0,2020-03-12-06-00,0
